ordinal,region_id,x_hex,y_hex
375,375,0x1.bed9026521cf5p+0,0x1.40420fec2bd81p+2
376,376,0x1.0d9a55bdc9588p+1,0x1.409d07e0d2df1p+2
377,377,0x1.1a31e406d471ep+1,0x1.34401145177ebp+2
378,378,0x1.4d2577f8940abp+1,0x1.350a25f3b292dp+2
379,379,0x1.72e42b5edf8fbp+1,0x1.35616ed5408d4p+2
380,380,0x1.9f5096ceec865p+1,0x1.413e944ad519fp+2
381,381,0x1.c1f91b8fb3d74p+1,0x1.350e1614ba6a6p+2
382,382,0x1.f0e343257dd41p+1,0x1.35a0a9601d431p+2
383,383,0x1.09378ab3d3ee5p+2,0x1.35995401954b5p+2
384,384,0x1.28ce29d500f61p+2,0x1.3d4ff93e6bd93p+2
385,385,0x1.342d4a0b6e857p+2,0x1.32ed9067242efp+2
386,386,0x1.569f08ad18baep+2,0x1.41439a364f9ddp+2
387,387,0x1.657001707d24cp+2,0x1.3128b79ee803bp+2
388,388,0x1.7dde6e2c12541p+2,0x1.42e44a61a06d5p+2
389,389,0x1.a0be71be8f2c8p+2,0x1.3d71ff54aad68p+2
390,390,0x1.b309525962cfdp+2,0x1.3fb7fee31b4cbp+2
391,391,0x1.df573b092b6d4p+2,0x1.35784c3e3e92ep+2
392,392,0x1.007391494b970p+3,0x1.42f85e6a07f4ep+2
393,393,0x1.07fe3140ddeebp+3,0x1.360262e0f0d24p+2
394,394,0x1.1d18359e07d66p+3,0x1.370f03486cc8ap+2
395,395,0x1.33a4554514482p+3,0x1.36162a0c52834p+2
396,396,0x1.3a3250d9bf146p+3,0x1.3e9d51e6f45e4p+2
397,397,0x1.5694a13d704cap+3,0x1.3752dce0c9d72p+2
398,398,0x1.6945ad687765fp+3,0x1.3befe23a5f523p+2
399,399,0x1.74619cbbae19fp+3,0x1.37021258c6d94p+2
400,400,0x1.279e48d085d54p-8,0x1.50fba535f757ep+2
401,401,0x1.5c12d3a9c23a9p-7,0x1.53e0a7b6a6880p+2
402,402,0x1.29822254b4f3ep-5,0x1.560990e3d55c1p+2
403,403,0x1.3c45832666ec7p-4,0x1.4ae62d5054de7p+2
404,404,0x1.05d35b21b84bap-3,0x1.5cb2c44c6e47cp+2
405,405,0x1.bd8ca5785874ep-3,0x1.50144d578618fp+2
406,406,0x1.608c43e3faeecp-2,0x1.55ea678c64878p+2
407,407,0x1.bc6db6ed8b951p-2,0x1.59d325aef5b4fp+2
408,408,0x1.0b864ec7c5d5fp-1,0x1.5b0ba5dc8fce1p+2
409,409,0x1.7495cfa63a692p-1,0x1.5c1fba747d94bp+2
410,410,0x1.a0c0fe97c65e9p-1,0x1.54b0168f544f4p+2
411,411,0x1.e6276d77b1f60p-1,0x1.52fb831acc2bdp+2
412,412,0x1.3b21d07d2423cp+0,0x1.53102e1e163c1p+2
413,413,0x1.526f616e2d577p+0,0x1.4ce7f5666d4d4p+2
414,414,0x1.8f0cdd54101d6p+0,0x1.4ba5e821bf0b8p+2
415,415,0x1.bb6ad121020e9p+0,0x1.5542a99ab063ep+2
416,416,0x1.0d44be0b9edf6p+1,0x1.4daabcb459593p+2
417,417,0x1.1b50b07af26bbp+1,0x1.5074d352b1451p+2
418,418,0x1.403668b7953efp+1,0x1.54477c56efc35p+2
419,419,0x1.66435e8aaec86p+1,0x1.57f69b6859a01p+2
420,420,0x1.949f5a0003a89p+1,0x1.515a0428a0608p+2
421,421,0x1.c1b26cc0a553fp+1,0x1.5899573db5cbfp+2
422,422,0x1.ecf983bd2877bp+1,0x1.52224aa884e9ap+2
423,423,0x1.06b479bb755dcp+2,0x1.4b6decb973e0ap+2
424,424,0x1.1ba820752f6cbp+2,0x1.4f3d8c43236a8p+2
425,425,0x1.3919df178958ap+2,0x1.547a74427a2b3p+2
426,426,0x1.4b08c6c6778f3p+2,0x1.584ad8a8e2d04p+2
427,427,0x1.6d7e624d083cfp+2,0x1.4f95d34cf8a87p+2
428,428,0x1.7da95b86e6d6bp+2,0x1.5b0466f1792e3p+2
429,429,0x1.998db98d5abc7p+2,0x1.55a81738502dap+2
430,430,0x1.ca24b91e5d485p+2,0x1.52d58f7aab7b2p+2
431,431,0x1.e1ae02195c1ccp+2,0x1.513e494bf4484p+2
432,432,0x1.f4da586703620p+2,0x1.53310701d0fc8p+2
433,433,0x1.11383ebe27377p+3,0x1.4af86eaeebbb7p+2
434,434,0x1.1e3130e4b7b9ep+3,0x1.556980ce0079cp+2
435,435,0x1.351fb3e724511p+3,0x1.4a459b4f2e8fcp+2
436,436,0x1.429b3007d59d6p+3,0x1.550b627fd046ep+2
437,437,0x1.4b93acff30bcep+3,0x1.4acfcd7ac977ep+2
438,438,0x1.68e20d7f2ba19p+3,0x1.4e8a7897ba962p+2
439,439,0x1.723800e562a75p+3,0x1.4af30b14d9f74p+2
440,440,0x1.5eaba72f93b68p-10,0x1.68d0732bc5012p+2
441,441,0x1.715093e4e642ep-6,0x1.6542cea59c376p+2
442,442,0x1.bd0567b761aa3p-5,0x1.660b4be4fba6cp+2
443,443,0x1.b01691ad69d1bp-4,0x1.633925c2c4fe4p+2
444,444,0x1.1dd65c1b17ce2p-3,0x1.706200f329c46p+2
445,445,0x1.ebd6c8ab76626p-3,0x1.6ee2e5e17ca37p+2
446,446,0x1.40579762a90abp-2,0x1.6a0eaeb620047p+2
447,447,0x1.9c932c138c8e9p-2,0x1.6394da38fa0ccp+2
448,448,0x1.2ed9a18798110p-1,0x1.61c852cad8d56p+2
449,449,0x1.536af43541f70p-1,0x1.665d853942644p+2
450,450,0x1.a38095d1aa7adp-1,0x1.66a808cfe8d79p+2
451,451,0x1.f1a09eec04270p-1,0x1.715cf6549f4a3p+2
452,452,0x1.33ca1a9c88210p+0,0x1.66a0a3f76c48dp+2
453,453,0x1.58cd418c7144cp+0,0x1.6b2da6299624bp+2
454,454,0x1.81b985c472239p+0,0x1.6c64ee2212c9fp+2
455,455,0x1.c26d43bc78083p+0,0x1.6606e780694b6p+2
456,456,0x1.0facbaa538778p+1,0x1.6ef1af7f6cd88p+2
457,457,0x1.205c2433f4f17p+1,0x1.706d7d001c428p+2
458,458,0x1.4c40e93600d21p+1,0x1.72b4f2be692a1p+2
459,459,0x1.716057236ea02p+1,0x1.650065005d6bap+2
460,460,0x1.97ff3b078919cp+1,0x1.645ccc954e991p+2
461,461,0x1.bfcc90d1101f9p+1,0x1.73517b06bdd21p+2
462,462,0x1.da8b71aca37f7p+1,0x1.72048fb02b411p+2
463,463,0x1.120258c9819b3p+2,0x1.65b4982798dacp+2
464,464,0x1.28b0962742912p+2,0x1.626c8dce2820ep+2
465,465,0x1.33a0d840515d3p+2,0x1.621980fedebb1p+2
466,466,0x1.4c1ac91290d99p+2,0x1.717dd28b0393cp+2
467,467,0x1.61954435308ffp+2,0x1.6aec507c82076p+2
468,468,0x1.8360ead555050p+2,0x1.64586bbe39b3ep+2
469,469,0x1.a6a5150f0c983p+2,0x1.6cb93d6af8333p+2
470,470,0x1.bbb3caf121434p+2,0x1.6e5f670a0e89fp+2
471,471,0x1.d9b987a3aea75p+2,0x1.70f20e6c00b3ap+2
472,472,0x1.01f04c7929fd3p+3,0x1.702e448def6cbp+2
473,473,0x1.0f9e43cf8021bp+3,0x1.69da598fc442ap+2
474,474,0x1.192cb398ff34dp+3,0x1.6b71b817df9b3p+2
475,475,0x1.3033f5e1028cep+3,0x1.6689f1c550893p+2
476,476,0x1.3ccab6e93def1p+3,0x1.682c912d288d2p+2
477,477,0x1.572be4748ae3ap+3,0x1.65dddafa88e84p+2
478,478,0x1.60c8014be3ab9p+3,0x1.642de2d777ac3p+2
479,479,0x1.76f0f43c675a9p+3,0x1.6981171d80245p+2
480,480,0x1.42bed7e211e10p-9,0x1.7cfae79c0c8d4p+2
481,481,0x1.b6c116260ed6dp-6,0x1.7bfa3f6f0c5bdp+2
482,482,0x1.eb3314be6dcf4p-5,0x1.7c4811caff543p+2
483,483,0x1.6ac95df748800p-4,0x1.7ece7ae067727p+2
484,484,0x1.613bb39badf64p-3,0x1.87cb1ca210957p+2
485,485,0x1.e6394a38e2cf5p-3,0x1.8106e71c8b9aep+2
486,486,0x1.5e18368f943fdp-2,0x1.810e0f16e09fdp+2
487,487,0x1.89210f40c4243p-2,0x1.81fe66282bffbp+2
488,488,0x1.0dae57182aa32p-1,0x1.796c475d9a193p+2
489,489,0x1.73d068d6d0613p-1,0x1.7d5a5a6f529cfp+2
490,490,0x1.bd547102c13fcp-1,0x1.864be99486edap+2
491,491,0x1.e80adbf2f886ep-1,0x1.8036ddb49b074p+2
492,492,0x1.2ad84398c409cp+0,0x1.7a2a6096bb10fp+2
493,493,0x1.69a2355193d0ep+0,0x1.7fcaa32406098p+2
494,494,0x1.99f9e1eb7b5bfp+0,0x1.79f61b1340b64p+2
495,495,0x1.c9119650c41b1p+0,0x1.7e051cb0c36d8p+2
496,496,0x1.ff6b61a88519ep+0,0x1.82ebc6ec98aa5p+2
497,497,0x1.27231cb33765ap+1,0x1.835a2d2550dafp+2
498,498,0x1.4048a003e1b52p+1,0x1.80c0b2f70ef08p+2
499,499,0x1.6997d1147a27cp+1,0x1.81aeb5c650056p+2
500,500,0x1.888896f8d07dcp+1,0x1.790d1acbc8a70p+2
501,501,0x1.c491897d81d10p+1,0x1.7de61a5735c48p+2
502,502,0x1.e918a1b3c6928p+1,0x1.83ec2f474db4bp+2
503,503,0x1.08d53c262d37ap+2,0x1.80897416f93e9p+2
504,504,0x1.18c8b65f3113ep+2,0x1.7f346388d5539p+2
505,505,0x1.3892784e394e9p+2,0x1.7be6b3b93cea0p+2
506,506,0x1.554b7148cf7cep+2,0x1.85aa209478a65p+2
507,507,0x1.6d149a6dd3ce0p+2,0x1.78553712d0c91p+2
508,508,0x1.7ce647b5cd4c6p+2,0x1.80d2332630cfdp+2
509,509,0x1.96f8e0ce01d00p+2,0x1.7c6a7c8c86849p+2
510,510,0x1.c2395341fd108p+2,0x1.7ef8d733cb532p+2
511,511,0x1.e5e1738102a77p+2,0x1.83a323def7150p+2
512,512,0x1.00b8caed51f4cp+3,0x1.8404f369cb9ebp+2
513,513,0x1.130215632c7cap+3,0x1.7a7b58cd26282p+2
514,514,0x1.1e215c670c6bfp+3,0x1.80963d0e6cfdfp+2
515,515,0x1.328811364d5a1p+3,0x1.835ebf79e3ad2p+2
516,516,0x1.3a140deab6f9ep+3,0x1.82df887da6418p+2
517,517,0x1.580798e5a1785p+3,0x1.7bb60d982868dp+2
518,518,0x1.6633c2663f412p+3,0x1.7892de7ed73fep+2
519,519,0x1.7a32953d8412cp+3,0x1.79e4c0378cccap+2
520,520,0x1.846db6ae0be60p-9,0x1.9920cbcb8dc69p+2
521,521,0x1.40865c4ea8a76p-7,0x1.8d22310c4ae25p+2
522,522,0x1.f1abc4c16808bp-5,0x1.97ad6673a1103p+2
523,523,0x1.278f17799f374p-4,0x1.99456b2359421p+2
524,524,0x1.6ea5eda7d8d47p-3,0x1.8d0242856bb10p+2
525,525,0x1.0100476ccf4d7p-2,0x1.9a79175351293p+2
526,526,0x1.2dd39ebe8f756p-2,0x1.967bdb15f2b6fp+2
527,527,0x1.b47346150ec8bp-2,0x1.9332351f42556p+2
528,528,0x1.13b89aa0e2234p-1,0x1.9106e68a28d5dp+2
529,529,0x1.6980d9faef9fcp-1,0x1.8c8ba14cc00fdp+2
530,530,0x1.b7e7abb26bb7bp-1,0x1.96b74cd7ca245p+2
531,531,0x1.e11a173a9deb9p-1,0x1.95769113845b9p+2
532,532,0x1.192ea3742d4c7p+0,0x1.974c6a4d02107p+2
533,533,0x1.661031b0eb901p+0,0x1.8e9a022eeaed7p+2
534,534,0x1.8c78ab986f112p+0,0x1.94614fee3d541p+2
535,535,0x1.de5f9bd421effp+0,0x1.993ffc6af927cp+2
536,536,0x1.f50703cd6b362p+0,0x1.95333afe3aac4p+2
537,537,0x1.2107764a410a1p+1,0x1.8f443b1351ba0p+2
538,538,0x1.3cfc9e7237a2ap+1,0x1.971a1df1fd99bp+2
539,539,0x1.78525be1b8453p+1,0x1.9705ff58100a6p+2
540,540,0x1.98b6ee35996c0p+1,0x1.9384757e9080bp+2
541,541,0x1.b143950668438p+1,0x1.9587f931e90cep+2
542,542,0x1.e2fcbab411f9ep+1,0x1.8dedd2be74caep+2
543,543,0x1.11a35f769cad6p+2,0x1.96e8e6dd70388p+2
544,544,0x1.1c145e7e0cc68p+2,0x1.934c1e26066f5p+2
545,545,0x1.40a07f9621cf9p+2,0x1.923cf98f7818ep+2
546,546,0x1.5a5a5b41613b0p+2,0x1.988b06cd26872p+2
547,547,0x1.62b927661680cp+2,0x1.9a38e2f8bc9bbp+2
548,548,0x1.83db37425ce4cp+2,0x1.8f9c2ccd25ba2p+2
549,549,0x1.9ca459c907d3fp+2,0x1.920a85bd68776p+2
550,550,0x1.b511a9960ab70p+2,0x1.9898168284a10p+2
551,551,0x1.da85222e51997p+2,0x1.8d9208f8bfff8p+2
552,552,0x1.033397da258aap+3,0x1.90caeb09b687bp+2
553,553,0x1.0dc09e15e18f1p+3,0x1.97ebf948d8f62p+2
554,554,0x1.18f6fefbbeee6p+3,0x1.92220a5765f4cp+2
555,555,0x1.2a35b6a07c7b9p+3,0x1.9466af2d040bep+2
556,556,0x1.4221b84f5e5fep+3,0x1.91630fd315fb6p+2
557,557,0x1.531e7fefbdeabp+3,0x1.8f930293891e5p+2
558,558,0x1.5c6a2952a0235p+3,0x1.8d62cdc7cc665p+2
559,559,0x1.701962ca5d1cep+3,0x1.8c65b5c3a4187p+2
560,560,0x1.30ece0d08e5f2p-13,0x1.a1940c40b99a2p+2
561,561,0x1.094b07352a88ep-6,0x1.a930d515a127bp+2
562,562,0x1.3a3cc54112782p-5,0x1.a2d31da5f4ae1p+2
563,563,0x1.3fd490bc81b5fp-4,0x1.ac30fb665a0e3p+2
564,564,0x1.3e38326e6d371p-3,0x1.9f03a5ce03289p+2
565,565,0x1.ec901b9535478p-3,0x1.a20324abdb8bcp+2
566,566,0x1.3e41183b99d29p-2,0x1.a43a477dd2269p+2
567,567,0x1.c09ef2c45a5c5p-2,0x1.abd5b715a62efp+2
568,568,0x1.0a0e8ba4a656bp-1,0x1.a6b3a8b67dd1bp+2
569,569,0x1.44a4b3d558e2bp-1,0x1.aa285e074ee8bp+2
570,570,0x1.94136321abb61p-1,0x1.a30c14c149685p+2
571,571,0x1.f11571a0bc330p-1,0x1.a3d0962222e77p+2
572,572,0x1.35e883baa6608p+0,0x1.a2baa99f85b45p+2
573,573,0x1.6eaaa8ea2d3bdp+0,0x1.a59ab7ee52f06p+2
574,574,0x1.8e0d4491b059bp+0,0x1.a6cee5c4fe87fp+2
575,575,0x1.ce3da933978c2p+0,0x1.a8fd1c08cc93cp+2
576,576,0x1.0188ef1e86844p+1,0x1.ab72359a97f26p+2
577,577,0x1.294d77d5e3779p+1,0x1.a9c517a7d3951p+2
578,578,0x1.5272ed8a48cecp+1,0x1.a7b3ad9d5e5e3p+2
579,579,0x1.76f1aee088bb6p+1,0x1.a18d06edede4ep+2
580,580,0x1.9ca8cb8f3ab21p+1,0x1.a38fce01e7256p+2
581,581,0x1.c57425891392ap+1,0x1.ab744ffdcb75bp+2
582,582,0x1.f650dee7316ccp+1,0x1.ac1adb3760dc3p+2
583,583,0x1.0fed28549d11fp+2,0x1.a3c3e5490c53fp+2
584,584,0x1.21ba98757f72cp+2,0x1.a522841d93dcbp+2
585,585,0x1.3b4080eb94085p+2,0x1.aa7f2bf90b9c7p+2
586,586,0x1.583c15d67415ep+2,0x1.a8d8f9394268ap+2
587,587,0x1.74281f639ab54p+2,0x1.a7a78d8337ed3p+2
588,588,0x1.88571c47683c4p+2,0x1.a1a81948d1666p+2
589,589,0x1.a6b81e94b6473p+2,0x1.a30c3af4cd64cp+2
590,590,0x1.bd0cb4531053cp+2,0x1.a9736b607d76dp+2
591,591,0x1.d46394d707788p+2,0x1.ab6c5df6c40a2p+2
592,592,0x1.ff380784595efp+2,0x1.a72c2dc893701p+2
593,593,0x1.070039f519b7cp+3,0x1.a1bbc2871ef80p+2
594,594,0x1.1dc1265efe4c2p+3,0x1.a1a11803c4afap+2
595,595,0x1.312c2c21d3dc2p+3,0x1.a59b5114dda31p+2
596,596,0x1.3e66dc8c0128ep+3,0x1.a379891ebe8b0p+2
597,597,0x1.53ca6c039e6e2p+3,0x1.a851a909108aep+2
598,598,0x1.6680477aabda6p+3,0x1.a844decb9be6ap+2
599,599,0x1.73659b7e16b76p+3,0x1.aad101a4de0e8p+2
600,600,0x1.72d24ade72265p-9,0x1.bb8e7ce1929b7p+2
601,601,0x1.de517432ffdeap-7,0x1.ba867be9d9c79p+2
602,602,0x1.9e79677deeac1p-5,0x1.bb1b6c1970f59p+2
603,603,0x1.8b2458405a917p-4,0x1.afd245c7e47ddp+2
604,604,0x1.0d2eeeeee631dp-3,0x1.b0f8f4cd6aa24p+2
605,605,0x1.92d7d6c8ded72p-3,0x1.b9d5dc60a99afp+2
606,606,0x1.66dbb088ddda1p-2,0x1.b5db8726d96aap+2
607,607,0x1.968ed8ee3c369p-2,0x1.b0077e120bd4ep+2
608,608,0x1.2a0d256060ac4p-1,0x1.b6ac9eeb9eb6bp+2
609,609,0x1.66383d2eb4e68p-1,0x1.bbe6e5a8f7649p+2
610,610,0x1.948960b0bd3f0p-1,0x1.b8f05538f4eeep+2
611,611,0x1.0d245600ffd97p+0,0x1.b00aa76d7144dp+2
612,612,0x1.25d35e17ad477p+0,0x1.b8ad790a9d95dp+2
613,613,0x1.701cd453f8362p+0,0x1.b07482abfd8d2p+2
614,614,0x1.84f70eab14c8cp+0,0x1.b4cb7510d8ab3p+2
615,615,0x1.dc24025a9f6e8p+0,0x1.b8ee19e449a69p+2
616,616,0x1.fb220b640542fp+0,0x1.ba4be6b9c9985p+2
617,617,0x1.338bcfb355992p+1,0x1.afbaee346b2f8p+2
618,618,0x1.3e9539657e04dp+1,0x1.b6f8bda27007ap+2
619,619,0x1.765d1822be9ccp+1,0x1.bba2e14f13f17p+2
620,620,0x1.8afcc0bf912ccp+1,0x1.b30eddd2cc2ccp+2
621,621,0x1.c2f7e1b880c87p+1,0x1.baaea77415129p+2
622,622,0x1.e5425b68e74e1p+1,0x1.b80794bef589fp+2
623,623,0x1.0db80b80d7d44p+2,0x1.b88bba0a386c8p+2
624,624,0x1.17439a3786c1cp+2,0x1.b6222ef71f03ap+2
625,625,0x1.40953b3905846p+2,0x1.b81df6ae31ef8p+2
626,626,0x1.55ef6b6a99562p+2,0x1.b0440cf7b1399p+2
627,627,0x1.67eba31420c6fp+2,0x1.b9718ecafc129p+2
628,628,0x1.7dd66ad9bd34fp+2,0x1.b3e9984f2c7cap+2
629,629,0x1.9ea5394280e35p+2,0x1.b877ebbf96addp+2
630,630,0x1.c0af47363846dp+2,0x1.b3cb3e3238135p+2
631,631,0x1.db77d3dffd2d1p+2,0x1.b36ba665862a8p+2
632,632,0x1.f3460784b9963p+2,0x1.b1b1bd09e72e9p+2
633,633,0x1.09c50799be471p+3,0x1.b3bee8f6ccb18p+2
634,634,0x1.21640d665c9b7p+3,0x1.b1d85c8b62f4bp+2
635,635,0x1.2e2fdff2596bdp+3,0x1.bc264ffe09cefp+2
636,636,0x1.3bc7aa53c62acp+3,0x1.b4a9a34cd06bbp+2
637,637,0x1.4dcbc957d25c2p+3,0x1.b3a401b963047p+2
638,638,0x1.65cc0b07c9139p+3,0x1.b86c956a0d605p+2
639,639,0x1.72a10f54736ebp+3,0x1.b993bf984d9b5p+2
640,640,0x1.215da1a886840p-8,0x1.c436d949a4a83p+2
641,641,0x1.0c312cc075243p-6,0x1.c3b0a3d4c14acp+2
642,642,0x1.a16bd7dc9133bp-5,0x1.c90a5a56b87fep+2
643,643,0x1.c8c596ee4337bp-4,0x1.c5491c879ed78p+2
644,644,0x1.38edf06a70a75p-3,0x1.c3cc98e929587p+2
645,645,0x1.9c9e2cd8713a8p-3,0x1.bfc066d2b940dp+2
646,646,0x1.3380357847f81p-2,0x1.c534081af3dfap+2
647,647,0x1.a1bedab38ae3ap-2,0x1.c58a177f4292bp+2
648,648,0x1.1158e2487c010p-1,0x1.c7ed5c933faa8p+2
649,649,0x1.4a5c7b89130fdp-1,0x1.c14e5a3d14024p+2
650,650,0x1.a22425da5885bp-1,0x1.bf7ae6d430d3cp+2
651,651,0x1.064d31c64e9b3p+0,0x1.c15b90408ca66p+2
652,652,0x1.266ed43e6fca0p+0,0x1.c1723dcb88cd7p+2
653,653,0x1.5ff6b4db4b9acp+0,0x1.c8b9503bd4c0dp+2
654,654,0x1.8599c93852cfcp+0,0x1.c04fbd4cb7555p+2
655,655,0x1.dff86b8c6f1a5p+0,0x1.c9044ad2469acp+2
656,656,0x1.f25f5a4402965p+0,0x1.c91648b0213dap+2
657,657,0x1.2b5ca9fd3ecafp+1,0x1.c0cdf6d94753dp+2
658,658,0x1.4fc9cf1668d33p+1,0x1.c34683dc70ae7p+2
659,659,0x1.6303880865b2cp+1,0x1.c4c3b4bdf1320p+2
660,660,0x1.849905ad53f3fp+1,0x1.c56ab5814c987p+2
661,661,0x1.b3a289f8b1b16p+1,0x1.c4331c611036ep+2
662,662,0x1.da48953efacf2p+1,0x1.c555ffe72280cp+2
663,663,0x1.0d1d754ee8bc2p+2,0x1.c22162280af37p+2
664,664,0x1.1d1f7091bfcfdp+2,0x1.c94241d570da3p+2
665,665,0x1.388bed0ebd35cp+2,0x1.c9944890c5100p+2
666,666,0x1.4ad1863a689b0p+2,0x1.c22ad8a85efb7p+2
667,667,0x1.74ed45b7af9c0p+2,0x1.c9720e3bcd1c3p+2
668,668,0x1.8f30a530afb0ep+2,0x1.ca1307a56169dp+2
669,669,0x1.a24d23918527bp+2,0x1.bfe987a7eee7cp+2
670,670,0x1.bd2d175585690p+2,0x1.c0ef09aba01d0p+2
671,671,0x1.dd36e59664110p+2,0x1.c3f8d5cc74416p+2
672,672,0x1.fa5f5846d4f12p+2,0x1.c44e67a09953bp+2
673,673,0x1.09904879ce597p+3,0x1.c81ae4036faacp+2
674,674,0x1.1eede8268c0cfp+3,0x1.c8faf6ebcc542p+2
675,675,0x1.3452d130075a9p+3,0x1.c682576314f76p+2
676,676,0x1.453fcbc74bff1p+3,0x1.c527cf266c75dp+2
677,677,0x1.585c30b6c0f34p+3,0x1.bf4111b67040dp+2
678,678,0x1.5fe0ff8d1f131p+3,0x1.c09d88cefb86fp+2
679,679,0x1.715ecec12d92fp+3,0x1.c6b115c60b28cp+2
680,680,0x1.50ac366d02eabp-10,0x1.d6ab2f6fe9788p+2
681,681,0x1.54a271df01dc3p-7,0x1.cf33b9cb5cd2bp+2
682,682,0x1.dee01dfccd033p-5,0x1.ce49a92d1b37fp+2
683,683,0x1.43bde8f3f7702p-4,0x1.d24bcedf1d1cep+2
684,684,0x1.51756f94f06b1p-3,0x1.d2ab3a359c36ep+2
685,685,0x1.8fc3b57ed49b2p-3,0x1.d1ba9a4801c14p+2
686,686,0x1.2a12995b13c97p-2,0x1.cea910a8fc85cp+2
687,687,0x1.a60030113c3b8p-2,0x1.cd4ab8d15dc4ap+2
688,688,0x1.1c5900bbf4eecp-1,0x1.cf26ce69f9a49p+2
689,689,0x1.5af3d2ed43ac0p-1,0x1.cdebaf9381f4fp+2
690,690,0x1.b76564383d5b5p-1,0x1.d6401e695b33ep+2
691,691,0x1.da30c188cea5dp-1,0x1.d22f15813e677p+2
692,692,0x1.32c83079b8794p+0,0x1.d33fd414ea5b9p+2
693,693,0x1.5432938b12f2ep+0,0x1.d47c5d3d2b79ep+2
694,694,0x1.a54f287cf9f74p+0,0x1.cea79d7964961p+2
695,695,0x1.d885ac6a56b09p+0,0x1.d39efdab82355p+2
696,696,0x1.06fa8f04b5fe2p+1,0x1.d5683c8825d81p+2
697,697,0x1.1e362e7aebb76p+1,0x1.d29a0f914db8ap+2
698,698,0x1.4a9385046f9a3p+1,0x1.cf4fc1d2789acp+2
699,699,0x1.69eeb3da4ec97p+1,0x1.cd6d804d27318p+2
700,700,0x1.97cf7d3132723p+1,0x1.cebdc83c89ad5p+2
701,701,0x1.bfbce45b84e15p+1,0x1.d1db0f84ddff7p+2
702,702,0x1.e52ee660432e7p+1,0x1.d24098c209d0bp+2
703,703,0x1.0bfc9dac1cdb4p+2,0x1.d615b4a02ce7ap+2
704,704,0x1.2643d95224a7ep+2,0x1.ce5dc6511dbabp+2
705,705,0x1.3acb0c287ac26p+2,0x1.cf0833c793725p+2
706,706,0x1.4bf0d1824e3b0p+2,0x1.ce5913bd120a7p+2
707,707,0x1.6d0624f6fc447p+2,0x1.d420ec7e1b3d2p+2
708,708,0x1.81488b25d4678p+2,0x1.d15c02994c12fp+2
709,709,0x1.a6382a5fe484ap+2,0x1.d4b9ad3e4566ap+2
710,710,0x1.bfa058e57a1f6p+2,0x1.d68473b1485d9p+2
711,711,0x1.e3cff1966245dp+2,0x1.cd463d63ea1a6p+2
712,712,0x1.f857cc9099978p+2,0x1.d3d957d6f62f9p+2
713,713,0x1.0c6eae88b8f93p+3,0x1.d3f389d0ec536p+2
714,714,0x1.1c5271335d173p+3,0x1.d54e98fba8045p+2
715,715,0x1.31481cd16a33cp+3,0x1.d43152407ba07p+2
716,716,0x1.3dbc38f2cde55p+3,0x1.ce576c719ccaep+2
717,717,0x1.56fca2636c3a4p+3,0x1.cf0eef2a0b7ffp+2
718,718,0x1.5f9c0610e2fc3p+3,0x1.d62d92a9a845cp+2
719,719,0x1.778b13e6d43c3p+3,0x1.d075d0fa46823p+2
720,720,0x1.ea215e4a5fd67p-10,0x1.df0acecb8165ap+2
721,721,0x1.3637758677938p-6,0x1.e0f336498f281p+2
722,722,0x1.75dfa3dd4af74p-5,0x1.dbe7db14f51a5p+2
723,723,0x1.c499e97a79771p-4,0x1.e06559a5ba12ap+2
724,724,0x1.0c990a06b2fb6p-3,0x1.d972d72eafb8ap+2
725,725,0x1.e7688de1a522ap-3,0x1.dec0299e6bfacp+2
726,726,0x1.6437920674fa3p-2,0x1.dfd5f0275e427p+2
727,727,0x1.a039127ee320fp-2,0x1.da555ecfbbd30p+2
728,728,0x1.0f9421412d26fp-1,0x1.db299d335ce21p+2
729,729,0x1.44a451b433307p-1,0x1.de57e3d111a32p+2
730,730,0x1.b6e68b02c454cp-1,0x1.e116424b554f9p+2
731,731,0x1.f898bb372bdd2p-1,0x1.d9bd4f0b92817p+2
732,732,0x1.29fe852b49db7p+0,0x1.dea573dcc1586p+2
733,733,0x1.58bf646238f01p+0,0x1.e0f7131974dacp+2
734,734,0x1.971dc9c173d34p+0,0x1.e0186cac39b0cp+2
735,735,0x1.c51a2ab956eb0p+0,0x1.d9ed59baae6f9p+2
736,736,0x1.05ce81727961bp+1,0x1.ddab778e66c5fp+2
737,737,0x1.1bed3dc7819b9p+1,0x1.e01278a3977c1p+2
738,738,0x1.4425a05b0be0dp+1,0x1.dbfbfd7cf5f9cp+2
739,739,0x1.753de2ad18820p+1,0x1.dc79fff2d2cb5p+2
740,740,0x1.9ab676a3c228dp+1,0x1.e0302467b484fp+2
741,741,0x1.b0fe92813413ep+1,0x1.e17e3f7f8cfc6p+2
742,742,0x1.d6473a3caa0abp+1,0x1.daf781966cd39p+2
743,743,0x1.07735c7c0b7fdp+2,0x1.ddb4133bdcabep+2
744,744,0x1.1fc5b90ce863dp+2,0x1.dfa274a3aa71bp+2
745,745,0x1.36ef08a6bc320p+2,0x1.df229cde50264p+2
746,746,0x1.58f184479a3f1p+2,0x1.daee43f4d706ep+2
747,747,0x1.612bd54126997p+2,0x1.df840d81ec61cp+2
748,748,0x1.8204e1b1d52bbp+2,0x1.d9c8dcf2be69ep+2
749,749,0x1.9a4af979d8485p+2,0x1.dfe9bac726126p+2
